,===,EVENT_SEQ,EVENT_TYPE,RANK,TIME,DURATION,WALLTIME,ITER,MEM,NET,EXTRA
27,===,27,ITER,0,9.686100047361698,0.0,1572902262.912246,1501,47920.0,28277.34375, ===
28,===,28,FAILURE-CHECK-START,0,9.686141283966181,0.0,1572902262.912287,1501,48080.0,28277.34375, ===
29,===,29,FAILURE-CHECK-STOP,0,9.686323755941022,0.0,1572902262.9124641,1501,48080.0,28277.34375, ===
30,===,30,FAILURE-CHECK,0,9.686371178036179,0.000241,1572902262.91251,1501,48080.0,28277.34375, ===
31,===,31,ITER,0,10.279803029499842,0.0,1572902263.488146,1601,48080.0,30162.5, ===
32,===,32,ITER,0,11.068889167341936,0.0,1572902264.253569,1701,48272.0,32047.65625, ===
33,===,33,ITER,0,11.857758813010491,0.0,1572902265.0187821,1801,48468.0,33932.8125, ===
34,===,34,ITER,0,12.491207696380195,0.0,1572902265.633235,1901,48660.0,35817.96875, ===
35,===,35,ITER,0,13.045651369219687,0.0,1572902266.171052,2001,48856.0,37703.125, ===
36,===,36,FAILURE-CHECK-START,0,13.045703945890404,0.0,1572902266.171103,2001,49048.0,37703.125, ===
37,===,37,FAILURE-CHECK-STOP,0,13.045812191977172,0.0,1572902266.171208,2001,49048.0,37703.125, ===
38,===,38,FAILURE-CHECK,0,13.04588332511991,0.0002,1572902266.171277,2001,49048.0,37703.125, ===
39,===,39,CHECKPOINT-START,0,13.045965798328874,0.0,1572902266.171357,2001,49048.0,37703.125, ===
40,===,40,CHECKPOINT-PRE-NEW,0,13.046017344084479,0.0,1572902266.171407,2001,49048.0,37703.125, ===
41,===,41,CHECKPOINT-POST-NEW,0,13.179289926115166,0.0,1572902266.300683,2001,54524.0,43157.640625, ===
42,===,42,CHECKPOINT-STOP,0,13.179321884483642,0.0,1572902266.300714,2001,54524.0,43157.640625, ===
43,===,43,CHECKPOINT,0,13.179345595531219,0.129451,1572902266.300736,2001,54524.0,43157.640625, ===
44,===,44,ITER,0,13.972471889697598,0.0,1572902267.070078,2101,54524.0,45042.796875, ===
45,===,45,ITER,0,14.694417619034535,0.0,1572902267.770375,2201,54720.0,46927.953125, ===
46,===,46,ITER,0,15.478902782731371,0.0,1572902268.5313349,2301,54916.0,48813.109375, ===
47,===,47,ITER,0,16.26602502728493,0.0,1572902269.294853,2401,55108.0,50698.265625, ===
48,===,48,ITER,0,17.054701891827523,0.0,1572902270.0598779,2501,55300.0,52583.421875, ===
49,===,49,FAILURE-CHECK-START,0,17.054750344837792,0.0,1572902270.059926,2501,55496.0,52583.421875, ===
50,===,50,FAILURE-CHECK-STOP,0,17.054856529094337,0.0,1572902270.0600288,2501,55496.0,52583.421875, ===
51,===,51,FAILURE-CHECK,0,17.0548957038686,0.00016999999999999999,1572902270.060066,2501,55496.0,52583.421875, ===
52,===,52,ITER,0,17.675206605049812,0.0,1572902270.661776,2601,55496.0,54468.578125, ===
53,===,53,ITER,0,18.229692545408902,0.0,1572902271.199634,2701,55688.0,56353.734375, ===
54,===,54,ITER,0,18.785549602867064,0.0,1572902271.738822,2801,55884.0,58238.890625, ===
55,===,55,ITER,0,19.339838638439748,0.0,1572902272.276489,2901,56076.0,60124.046875, ===
56,===,56,ITER,0,19.896330739606963,0.0,1572902272.816292,3001,56272.0,62009.203125, ===
57,===,57,FAILURE-CHECK-START,0,19.896383316277678,0.0,1572902272.816344,3001,56464.0,62009.203125, ===
58,===,58,FAILURE-CHECK-STOP,0,19.896546200865387,0.0,1572902272.8165019,3001,56464.0,62009.203125, ===
59,===,59,FAILURE-CHECK,0,19.896622488583684,0.000262,1572902272.816576,3001,56464.0,62009.203125, ===
60,===,60,ITER,0,20.4524156293049,0.0,1572902273.355702,3101,56464.0,63894.359375, ===
61,===,61,ITER,0,21.008515982729524,0.0,1572902273.8951259,3201,56660.0,65779.515625, ===
62,===,62,ITER,0,21.56500808389674,0.0,1572902274.43493,3301,56852.0,67664.671875, ===
63,===,63,ITER,0,22.16100691398951,0.0,1572902275.013056,3401,57044.0,69549.828125, ===
64,===,64,ITER,0,22.79916192484591,0.0,1572902275.632074,3501,57240.0,71434.984375, ===
65,===,65,FAILURE-CHECK-START,0,22.799199037789943,0.0,1572902275.6321099,3501,57432.0,71434.984375, ===
66,===,66,FAILURE-CHECK-STOP,0,22.799357798717207,0.0,1572902275.6322641,3501,57432.0,71434.984375, ===
67,===,67,FAILURE-CHECK,0,22.799405220812364,0.00021600000000000002,1572902275.63231,3501,57432.0,71434.984375, ===
68,===,68,COMM-ERROR,0,23.354757129865604,0.0,1572902276.171008,3534,57432.0,72075.929688, ===
69,===,69,ITER,0,23.857000416004364,0.0,1572902276.658189,3601,57596.0,73320.140625, ===
70,===,70,ITER,0,24.601596381269054,0.0,1572902277.380456,3701,57720.0,75205.296875, ===
71,===,71,ITER,0,25.352781955930233,0.0,1572902278.109116,3801,57912.0,77090.453125, ===
72,===,72,ITER,0,26.111805578188644,0.0,1572902278.845378,3901,58104.0,78975.609375, ===
73,===,73,ITER,0,26.863140635541072,0.0,1572902279.574181,4001,58300.0,80860.765625, ===
74,===,74,FAILURE-CHECK-START,0,26.86318496489089,0.0,1572902279.574225,4001,58496.0,80860.765625, ===
75,===,75,FAILURE-CHECK-STOP,0,26.86671894189514,0.0,1572902279.577653,4001,58496.0,80860.765625, ===
76,===,76,FAILURE-CHECK,0,26.86676327124496,0.003488,1572902279.577695,4001,58496.0,80860.765625, ===
77,===,77,FAILURE-DETECT,0,26.866810693340113,0.0,1572902279.577742,4001,58496.0,80860.765625, ===
78,===,78,RESTORE-START,0,26.867484911823425,0.0,1572902279.578396,4001,58496.0,80860.765625, ===
79,===,79,RESTORE-STOP,0,26.886808384684464,0.0,1572902279.59714,4001,59856.0,84943.507812, ===
80,===,80,RESTORE,0,26.886847559458722,0.018829,1572902279.597178,4001,59964.0,84943.507812, ===
81,===,81,CHECKPOINT-START,0,26.886875394166747,0.0,1572902279.5972052,4001,59964.0,84943.507812, ===
82,===,82,CHECKPOINT-PRE-NEW,0,26.88690735253522,0.0,1572902279.597236,4001,59964.0,75406.25, ===
83,===,83,CHECKPOINT-POST-NEW,0,27.64112897220151,0.0,1572902280.32884,4001,59964.0,80916.226562, ===
84,===,84,CHECKPOINT-STOP,0,27.641181548872225,0.0,1572902280.328891,4001,59964.0,80916.226562, ===
85,===,85,CHECKPOINT,0,27.64122484730693,0.731741,1572902280.328932,4001,59964.0,80916.226562, ===
86,===,86,ITER,0,28.88205592543712,0.0,1572902281.532554,2101,64116.0,82778.726562, ===
87,===,87,ITER,0,29.627896205242102,0.0,1572902282.256028,2201,64144.0,84641.226562, ===
88,===,88,ITER,0,30.372540623517065,0.0,1572902282.978342,2301,64144.0,86503.726562, ===
89,===,89,ITER,0,31.11820461683788,0.0,1572902283.701644,2401,64144.0,88366.226562, ===
90,===,90,ITER,0,31.86361191229578,0.0,1572902284.424698,2501,64144.0,90228.726562, ===
91,===,91,FAILURE-CHECK-START,0,31.863656241645607,0.0,1572902284.424742,2501,64144.0,90228.726562, ===
92,===,92,FAILURE-CHECK-STOP,0,31.863803662506633,0.0,1572902284.424885,2501,64144.0,90228.726562, ===
93,===,93,FAILURE-CHECK,0,31.863857270092463,0.000217,1572902284.424937,2501,64144.0,90228.726562, ===
94,===,94,ITER,0,32.60988517644785,0.0,1572902285.148592,2601,64144.0,92091.226562, ===
95,===,95,ITER,0,33.30393021919115,0.0,1572902285.821825,2701,64144.0,93953.726562, ===
96,===,96,ITER,0,34.04852309171051,0.0,1572902286.544089,2801,64144.0,95816.226562, ===
97,===,97,ITER,0,34.77034304940378,0.0,1572902287.2442632,2901,64144.0,97678.726562, ===
98,===,98,ITER,0,35.51663693185808,0.0,1572902287.968176,3001,64144.0,99541.226562, ===
99,===,99,FAILURE-CHECK-START,0,35.51668435395324,0.0,1572902287.968223,3001,64144.0,99541.226562, ===
100,===,100,FAILURE-CHECK-STOP,0,35.51692249534413,0.0,1572902287.968454,3001,64144.0,99541.226562, ===
101,===,101,FAILURE-CHECK,0,35.51699878306243,0.000327,1572902287.968528,3001,64144.0,99541.226562, ===
102,===,102,ITER,0,36.26225762674419,0.0,1572902288.6914382,3101,64144.0,101403.726562, ===
103,===,103,ITER,0,36.99367231138568,0.0,1572902289.400918,3201,64144.0,103266.226562, ===
104,===,104,ITER,0,37.739250738752204,0.0,1572902290.124139,3301,64144.0,105128.726562, ===
105,===,105,ITER,0,38.48343227614183,0.0,1572902290.8460028,3401,64144.0,106991.226562, ===
106,===,106,ITER,0,39.22910245495331,0.0,1572902291.569313,3501,64144.0,108853.72656199998, ===
107,===,107,FAILURE-CHECK-START,0,39.229145753388025,0.0,1572902291.569355,3501,64144.0,108853.72656199998, ===
108,===,108,FAILURE-CHECK-STOP,0,39.28836254834166,0.0,1572902291.626796,3501,64144.0,108853.72656199998, ===
109,===,109,FAILURE-CHECK,0,39.28842440324838,0.05751799999999999,1572902291.626856,3501,64144.0,108853.72656199998, ===
110,===,110,ITER,0,40.0340543763705,0.0,1572902292.350126,3601,64144.0,110716.22656199998, ===
111,===,111,ITER,0,40.779732802502885,0.0,1572902293.073443,3701,64144.0,112578.72656199998, ===
112,===,112,ITER,0,41.439171055848405,0.0,1572902293.7131062,3801,64144.0,114441.22656199998, ===
113,===,113,ITER,0,42.18482061635765,0.0,1572902294.436395,3901,64144.0,116303.72656199998, ===
114,===,114,ITER,0,42.93063099962439,0.0,1572902295.15984,4001,64144.0,118166.22656199998, ===
115,===,115,FAILURE-CHECK-START,0,42.93067120531376,0.0,1572902295.159879,4001,64144.0,118166.22656199998, ===
116,===,116,FAILURE-CHECK-STOP,0,42.93085470820371,0.0,1572902295.160057,4001,64144.0,118166.22656199998, ===
117,===,117,FAILURE-CHECK,0,42.93088975931752,0.00023500000000000002,1572902295.160091,4001,64144.0,118166.22656199998, ===
118,===,118,CHECKPOINT-START,0,42.93095161422425,0.0,1572902295.160151,4001,64144.0,118166.22656199998, ===
119,===,119,CHECKPOINT-PRE-NEW,0,42.930996974489176,0.0,1572902295.1601949,4001,64144.0,112656.25, ===
120,===,120,CHECKPOINT-POST-NEW,0,43.164145643494365,0.0,1572902295.386352,4001,69548.0,118166.22656199998, ===
121,===,121,CHECKPOINT-STOP,0,43.16418172552328,0.0,1572902295.3863869,4001,69652.0,118166.22656199998, ===
122,===,122,CHECKPOINT,0,43.16420337474064,0.226305,1572902295.386408,4001,69652.0,118166.22656199998, ===
123,===,123,ITER,0,43.910892097682876,0.0,1572902296.1107051,4101,69652.0,120028.72656199998, ===
124,===,124,ITER,0,44.65422622285037,0.0,1572902296.831748,4201,69652.0,121891.22656199998, ===
125,===,125,ITER,0,45.39910053519533,0.0,1572902297.554284,4301,69652.0,123753.72656199998, ===
126,===,126,ITER,0,46.140115101360614,0.0,1572902298.273078,4401,69652.0,125616.22656199998, ===
127,===,127,ITER,0,46.88447704889486,0.0,1572902298.995117,4501,69652.0,127478.72656199998, ===
128,===,128,FAILURE-CHECK-START,0,46.88451622366912,0.0,1572902298.995156,4501,69652.0,127478.72656199998, ===
129,===,129,FAILURE-CHECK-STOP,0,46.884690448323056,0.0,1572902298.995325,4501,69652.0,127478.72656199998, ===
130,===,130,FAILURE-CHECK,0,46.88473271584266,0.00022799999999999999,1572902298.995366,4501,69652.0,127478.72656199998, ===
131,===,131,ITER,0,47.61433092805665,0.0,1572902299.703085,4601,69652.0,129341.22656199998, ===
132,===,132,ITER,0,48.351230081094464,0.0,1572902300.417886,4701,69652.0,131203.726562, ===
133,===,133,ITER,0,48.98674594926392,0.0,1572902301.034344,4801,69652.0,133066.226562, ===
134,===,134,ITER,0,49.638062653356386,0.0,1572902301.6661289,4901,69652.0,134928.726562, ===
135,===,135,ITER,0,50.3761473587731,0.0,1572902302.38208,5001,69652.0,136791.226562, ===
136,===,136,FAILURE-CHECK-START,0,50.37619168812293,0.0,1572902302.382123,5001,69652.0,136791.226562, ===
137,===,137,FAILURE-CHECK-STOP,0,50.376366943691984,0.0,1572902302.382293,5001,69652.0,136791.226562, ===
138,===,138,FAILURE-CHECK,0,50.37642364402315,0.000242,1572902302.382348,5001,69652.0,136791.226562, ===
139,===,139,ITER,0,51.12001755979889,0.0,1572902303.103642,5101,69652.0,138653.726562, ===
140,===,140,ITER,0,51.84737043889874,0.0,1572902303.8091831,5201,69652.0,140516.226562, ===
141,===,141,ITER,0,52.591490121381646,0.0,1572902304.5309892,5301,69652.0,142378.726562, ===
142,===,142,ITER,0,53.33172428480708,0.0,1572902305.249025,5401,69652.0,144241.226562, ===
143,===,143,ITER,0,54.04140727888569,0.0,1572902305.937426,5501,69652.0,146103.726562, ===
144,===,144,FAILURE-CHECK-START,0,54.041453670065735,0.0,1572902305.9374712,5501,69652.0,146103.726562, ===
145,===,145,FAILURE-CHECK-STOP,0,54.0416464511917,0.0,1572902305.937658,5501,69652.0,146103.726562, ===
146,===,146,FAILURE-CHECK,0,54.04167531681483,0.000233,1572902305.937686,5501,69652.0,146103.726562, ===
147,===,147,ITER,0,54.76702925151235,0.0,1572902306.641288,5601,69652.0,147966.226562, ===
148,===,148,ITER,0,55.502541823724414,0.0,1572902307.354744,5701,69652.0,149828.726562, ===
149,===,149,ITER,0,56.246883152956414,0.0,1572902308.076764,5801,69652.0,151691.226562, ===
150,===,150,ITER,0,56.989095642481956,0.0,1572902308.796718,5901,69652.0,153553.726562, ===
151,===,151,ITER,0,57.733977171232695,0.0,1572902309.519263,6001,69652.0,155416.226562, ===
152,===,152,FAILURE-CHECK-START,0,57.734021500582514,0.0,1572902309.519306,6001,69652.0,155416.226562, ===
153,===,153,FAILURE-CHECK-STOP,0,57.73418747791556,0.0,1572902309.5194669,6001,69652.0,155416.226562, ===
154,===,154,FAILURE-CHECK,0,57.734239023671165,0.000229,1572902309.519516,6001,69652.0,155416.226562, ===
155,===,155,CHECKPOINT-START,0,57.73428232210587,0.0,1572902309.519559,6001,69652.0,155416.226562, ===
156,===,156,CHECKPOINT-PRE-NEW,0,57.73433489877659,0.0,1572902309.51961,6001,69652.0,149906.25, ===
157,===,157,CHECKPOINT-POST-NEW,0,57.87259607903468,0.0,1572902309.653725,6001,74596.0,155416.226562, ===
158,===,158,CHECKPOINT-STOP,0,57.87262803740316,0.0,1572902309.6537561,6001,74720.0,155416.226562, ===
159,===,159,CHECKPOINT,0,57.8726486557054,0.134251,1572902309.653776,6001,74720.0,155416.226562, ===
160,===,160,ITER,0,58.614545685206636,0.0,1572902310.373424,6101,74720.0,157278.726562, ===
161,===,161,ITER,0,59.3579024905066,0.0,1572902311.09449,6201,74720.0,159141.226562, ===
162,===,162,ITER,0,60.08375641903347,0.0,1572902311.798577,6301,74720.0,161003.726562, ===
163,===,163,ITER,0,60.828850316297306,0.0,1572902312.521327,6401,74720.0,162866.226562, ===
164,===,164,ITER,0,61.571957640140134,0.0,1572902313.24215,6501,74720.0,164728.726562, ===
165,===,165,FAILURE-CHECK-START,0,61.57199784582951,0.0,1572902313.2421892,6501,74720.0,164728.726562, ===
166,===,166,FAILURE-CHECK-STOP,0,61.57216485407767,0.0,1572902313.242351,6501,74720.0,164728.726562, ===
167,===,167,FAILURE-CHECK,0,61.57222258532395,0.00023500000000000002,1572902313.2424061,6501,74720.0,164728.726562, ===
168,===,168,ITER,0,62.318350490445205,0.0,1572902313.96616,6601,74720.0,166591.226562, ===
169,===,169,ITER,0,63.058651663352926,0.0,1572902314.6842608,6701,74720.0,168453.726562, ===
170,===,170,ITER,0,63.78663855524671,0.0,1572902315.390417,6801,74720.0,170316.226562, ===
171,===,171,ITER,0,64.52178205984865,0.0,1572902316.1035151,6901,74720.0,172178.726562, ===
172,===,172,ITER,0,65.26646977655831,0.0,1572902316.82587,7001,74720.0,174041.226562, ===
173,===,173,FAILURE-CHECK-START,0,65.26653060054993,0.0,1572902316.82593,7001,74720.0,174041.226562, ===
174,===,174,FAILURE-CHECK-STOP,0,65.26670482520386,0.0,1572902316.826099,7001,74720.0,174041.226562, ===
175,===,175,FAILURE-CHECK,0,65.26675534004437,0.00025,1572902316.826148,7001,74720.0,174041.226562, ===
176,===,176,COMM-ERROR,0,66.02498206492112,0.0,1572902317.561637,7067,74720.0,175289.09375, ===
177,===,177,ITER,0,66.24651850610373,0.0,1572902317.7765288,7101,74720.0,175903.726562, ===
178,===,178,ITER,0,66.90998145204684,0.0,1572902318.420097,7201,74720.0,177766.226562, ===
179,===,179,ITER,0,67.41226288204476,0.0,1572902318.907316,7301,74720.0,179628.726562, ===
180,===,180,ITER,0,68.00809676571959,0.0,1572902319.485281,7401,74720.0,181491.226562, ===
181,===,181,ITER,0,68.71679626678126,0.0,1572902320.172729,7501,74720.0,183353.726562, ===
182,===,182,FAILURE-CHECK-START,0,68.71683544155552,0.0,1572902320.172767,7501,74720.0,183353.726562, ===
183,===,183,FAILURE-CHECK-STOP,0,68.73710735631968,0.0,1572902320.192431,7501,74720.0,183353.726562, ===
184,===,184,FAILURE-CHECK,0,68.73717848946242,0.019746,1572902320.1925,7501,74720.0,183353.726562, ===
185,===,185,FAILURE-DETECT,0,68.7372290043029,0.0,1572902320.192549,7501,74720.0,183353.726562, ===
186,===,186,RESTORE-START,0,68.73770941074514,0.0,1572902320.193015,7501,74720.0,183353.726562, ===
187,===,187,RESTORE-STOP,0,68.74625878976971,0.0,1572902320.201308,7501,80456.0,186146.023438, ===
188,===,188,RESTORE,0,68.74628971722306,0.008364,1572902320.2013369,7501,80556.0,186146.023438, ===
189,===,189,CHECKPOINT-START,0,68.74631033552531,0.0,1572902320.201358,7501,80556.0,186146.023438, ===
190,===,190,CHECKPOINT-PRE-NEW,0,68.74633301565777,0.0,1572902320.20138,7501,80556.0,177843.75, ===
191,===,191,CHECKPOINT-POST-NEW,0,68.88248081993609,0.0,1572902320.3334448,7501,80556.0,183414.054688, ===
192,===,192,CHECKPOINT-STOP,0,68.88251174738946,0.0,1572902320.333474,7501,80556.0,183414.054688, ===
193,===,193,CHECKPOINT,0,68.88253133477657,0.13214700000000001,1572902320.333494,7501,80556.0,183414.054688, ===
194,===,194,ITER,0,69.98733213295122,0.0,1572902321.405164,6101,83192.0,185285.929688, ===
195,===,195,ITER,0,70.71041289982658,0.0,1572902322.10656,6201,83344.0,187157.804688, ===
196,===,196,ITER,0,71.45881603460023,0.0,1572902322.8325212,6301,83344.0,189029.679688, ===
197,===,197,ITER,0,72.18378028338536,0.0,1572902323.535745,6401,83344.0,190901.554688, ===
198,===,198,ITER,0,72.93182569061511,0.0,1572902324.261358,6501,83344.0,192773.429688, ===
199,===,199,FAILURE-CHECK-START,0,72.9318834218614,0.0,1572902324.261414,6501,83344.0,192773.429688, ===
200,===,200,FAILURE-CHECK-STOP,0,72.93207826481758,0.0,1572902324.2616029,6501,83344.0,192773.429688, ===
201,===,201,FAILURE-CHECK,0,72.93213290331852,0.000275,1572902324.261656,6501,83344.0,192773.429688, ===
202,===,202,ITER,0,73.67601856807097,0.0,1572902324.983234,6601,83344.0,194645.304688, ===
203,===,203,ITER,0,74.40382195707481,0.0,1572902325.6892118,6701,83344.0,196517.179688, ===
204,===,204,ITER,0,75.14114069256328,0.0,1572902326.40442,6801,83344.0,198389.054688, ===
205,===,205,ITER,0,75.88560573160872,0.0,1572902327.12656,6901,83344.0,200260.929688, ===
206,===,206,ITER,0,76.5264524618228,0.0,1572902327.748189,7001,83344.0,202132.804688, ===
207,===,207,FAILURE-CHECK-START,0,76.52648957476683,0.0,1572902327.748225,7001,83344.0,202132.804688, ===
208,===,208,FAILURE-CHECK-STOP,0,76.52671328334615,0.0,1572902327.748442,7001,83344.0,202132.804688, ===
209,===,209,FAILURE-CHECK,0,76.52676998367731,0.00028700000000000004,1572902327.748496,7001,83344.0,202132.804688, ===
210,===,210,ITER,0,77.26529695167713,0.0,1572902328.464877,7101,83344.0,204004.679688, ===
211,===,211,ITER,0,77.97015217028581,0.0,1572902329.1485949,7201,83344.0,205876.554688, ===
212,===,212,ITER,0,78.71404402052895,0.0,1572902329.870179,7301,83344.0,207748.429688, ===
213,===,213,ITER,0,79.46180283335755,0.0,1572902330.595514,7401,83344.0,209620.304688, ===
214,===,214,ITER,0,80.19911744518554,0.0,1572902331.310718,7501,83344.0,211492.179688, ===
215,===,215,FAILURE-CHECK-START,0,80.19915868179,0.0,1572902331.310758,7501,83344.0,211492.179688, ===
216,===,216,FAILURE-CHECK-STOP,0,80.19936486481244,0.0,1572902331.310958,7501,83344.0,211492.179688, ===
217,===,217,FAILURE-CHECK,0,80.19940300867158,0.000254,1572902331.3109949,7501,83344.0,211492.179688, ===
218,===,218,ITER,0,80.92094358836947,0.0,1572902332.010898,7601,83344.0,213364.054688, ===
219,===,219,ITER,0,81.66539213277312,0.0,1572902332.733022,7701,83344.0,215235.929688, ===
220,===,220,ITER,0,82.38038949425457,0.0,1572902333.426578,7801,83344.0,217107.804688, ===
221,===,221,ITER,0,83.12789264013537,0.0,1572902334.151665,7901,83344.0,218979.679688, ===
222,===,222,ITER,0,83.83029943535283,0.0,1572902334.833008,8001,83344.0,220851.554688, ===
223,===,223,FAILURE-CHECK-START,0,83.83033861012709,0.0,1572902334.8330462,8001,83344.0,220851.554688, ===
224,===,224,FAILURE-CHECK-STOP,0,83.83049840196946,0.0,1572902334.833201,8001,83344.0,220851.554688, ===
225,===,225,FAILURE-CHECK,0,83.8305355149135,0.00021099999999999998,1572902334.833237,8001,83344.0,220851.554688, ===
226,===,226,CHECKPOINT-START,0,83.83056747328199,0.0,1572902334.833268,8001,83344.0,220851.554688, ===
227,===,227,CHECKPOINT-PRE-NEW,0,83.8306375755096,0.0,1572902334.8333359,8001,83344.0,215281.25, ===
228,===,228,CHECKPOINT-POST-NEW,0,84.23989025670751,0.0,1572902335.230315,8001,88748.0,220851.554688, ===
229,===,229,CHECKPOINT-STOP,0,84.23992427690622,0.0,1572902335.230349,8001,88912.0,220851.554688, ===
230,===,230,CHECKPOINT,0,84.23994489520847,0.397125,1572902335.2303689,8001,88912.0,220851.554688, ===
231,===,231,ITER,0,84.95614018005017,0.0,1572902335.925087,8101,88912.0,222723.429688, ===
232,===,232,ITER,0,85.70300106581611,0.0,1572902336.64955,8201,88912.0,224595.304688, ===
233,===,233,ITER,0,86.43738066231998,0.0,1572902337.361908,8301,88912.0,226467.179688, ===
234,===,234,ITER,0,87.1857652406216,0.0,1572902338.0878491,8401,88912.0,228339.054688, ===
235,===,235,ITER,0,87.93118593797598,0.0,1572902338.810917,8501,88912.0,230210.929688, ===
236,===,236,FAILURE-CHECK-START,0,87.93123542190136,0.0,1572902338.810965,8501,88912.0,230210.929688, ===
237,===,237,FAILURE-CHECK-STOP,0,87.93141067747042,0.0,1572902338.811135,8501,88912.0,230210.929688, ===
238,===,238,FAILURE-CHECK,0,87.93143954309355,0.00022,1572902338.8111632,8501,88912.0,230210.929688, ===
239,===,239,ITER,0,88.66731190467972,0.0,1572902339.524968,8601,88912.0,232082.804688, ===
240,===,240,ITER,0,89.4156583391222,0.0,1572902340.250873,8701,88912.0,233954.679688, ===
241,===,241,ITER,0,90.16348828509354,0.0,1572902340.9762769,8801,88912.0,235826.554688, ===
242,===,242,ITER,0,90.90971412715044,0.0,1572902341.700125,8901,88912.0,237698.429688, ===
243,===,243,ITER,0,91.65467606727991,0.0,1572902342.4227471,9001,88912.0,239570.304688, ===
244,===,244,FAILURE-CHECK-START,0,91.65472348937509,0.0,1572902342.422793,9001,88912.0,239570.304688, ===
245,===,245,FAILURE-CHECK-STOP,0,91.65488225030232,0.0,1572902342.422946,9001,88912.0,239570.304688, ===
246,===,246,FAILURE-CHECK,0,91.65492142507658,0.000221,1572902342.422985,9001,88912.0,239570.304688, ===
247,===,247,ITER,0,92.39923904326103,0.0,1572902343.144982,9101,88912.0,241442.179688, ===
248,===,248,ITER,0,93.01790563483846,0.0,1572902343.7450962,9201,88912.0,243314.054688, ===
249,===,249,ITER,0,93.76585207421743,0.0,1572902344.470613,9301,88912.0,245185.929688, ===
250,===,250,ITER,0,94.5140871698278,0.0,1572902345.19641,9401,88912.0,247057.804688, ===
251,===,251,ITER,0,95.2615975321144,0.0,1572902345.921504,9501,88912.0,248929.679688, ===
252,===,252,FAILURE-CHECK-START,0,95.26163876871888,0.0,1572902345.9215438,9501,88912.0,248929.679688, ===
253,===,253,FAILURE-CHECK-STOP,0,95.26181093154258,0.0,1572902345.921711,9501,88912.0,248929.679688, ===
254,===,254,FAILURE-CHECK,0,95.26185938455285,0.000229,1572902345.921758,9501,88912.0,248929.679688, ===
255,===,255,ITER,0,96.00561824674652,0.0,1572902346.643213,9601,88912.0,250801.554688, ===
256,===,256,ITER,0,96.73019796419484,0.0,1572902347.346064,9701,88912.0,252673.429688, ===
257,===,257,ITER,0,97.47561247605856,0.0,1572902348.069125,9801,88912.0,254545.304688, ===
